0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Title_t, "The Lamb Lies Down On Broadway / Genesis      ;by KEPEMusic Ltd."
1, 0, Channel_prefix, 0
1, 0, Instrument_name_t, "Melody"
1, 0, Channel_prefix, 1
1, 0, Instrument_name_t, "Elec. Bass"
1, 0, Channel_prefix, 2
1, 0, Instrument_name_t, "Dist. Guitar"
1, 0, Channel_prefix, 3
1, 0, Instrument_name_t, "Jazz Gt"
1, 0, Channel_prefix, 4
1, 0, Instrument_name_t, "WindChime"
1, 0, Channel_prefix, 6
1, 0, Instrument_name_t, "Piano"
1, 0, Channel_prefix, 7
1, 0, Instrument_name_t, "Pedal Steel"
1, 0, Channel_prefix, 9
1, 0, Instrument_name_t, "Drums"
1, 0, Channel_prefix, 14
1, 0, Instrument_name_t, "Bckgrnd Voc."
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 10, Control_c, 0, 0, 0
1, 15, Control_c, 0, 32, 0
1, 20, Program_c, 0, 82
1, 25, Control_c, 0, 7, 113
1, 30, Control_c, 0, 10, 64
1, 35, Control_c, 0, 91, 64
1, 40, Control_c, 0, 93, 64
1, 45, Control_c, 0, 101, 0
1, 45, Control_c, 0, 100, 0
1, 45, Control_c, 0, 6, 2
1, 50, Control_c, 0, 99, 1
1, 50, Control_c, 0, 98, 8
1, 50, Control_c, 0, 6, 64
1, 55, Control_c, 0, 99, 1
1, 55, Control_c, 0, 98, 9
1, 55, Control_c, 0, 6, 64
1, 60, Control_c, 0, 99, 1
1, 60, Control_c, 0, 98, 10
1, 60, Control_c, 0, 6, 64
1, 65, Control_c, 0, 99, 1
1, 65, Control_c, 0, 98, 32
1, 65, Control_c, 0, 6, 64
1, 70, Control_c, 0, 99, 1
1, 70, Control_c, 0, 98, 33
1, 70, Control_c, 0, 6, 64
1, 75, Control_c, 0, 99, 1
1, 75, Control_c, 0, 98, 99
1, 75, Control_c, 0, 6, 64
1, 80, Control_c, 0, 99, 1
1, 80, Control_c, 0, 98, 100
1, 80, Control_c, 0, 6, 64
1, 85, Control_c, 0, 99, 1
1, 85, Control_c, 0, 98, 102
1, 85, Control_c, 0, 6, 64
