0, 0, Header, 1, 18, 192
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 468750
1, 262143, End_track
2, 0, Start_track
2, 0, Text_t, "Synth Pad"
2, 2880, Control_c, 0, 0, 0
2, 2882, Control_c, 0, 32, 0
2, 2884, Program_c, 0, 89
2, 2886, Control_c, 0, 7, 100
2, 2888, Control_c, 0, 10, 64
2, 2890, Control_c, 0, 11, 80
2, 2892, Control_c, 0, 91, 40
2, 2894, Control_c, 0, 93, 110
2, 3744, Note_on_c, 0, 58, 107
2, 4032, Note_off_c, 0, 58, 107
2, 4512, Note_on_c, 0, 70, 107
2, 4800, Note_off_c, 0, 70, 107
2, 6816, Note_on_c, 0, 58, 107
2, 7104, Note_off_c, 0, 58, 107
2, 7584, Note_on_c, 0, 70, 107
2, 7872, Note_off_c, 0, 70, 107
2, 32160, Note_on_c, 0, 86, 60
2, 32160, Note_on_c, 0, 82, 60
2, 32256, Note_off_c, 0, 82, 60
2, 32256, Note_off_c, 0, 86, 60
2, 32256, Note_on_c, 0, 79, 60
2, 32256, Note_on_c, 0, 84, 60
2, 32736, Note_off_c, 0, 84, 60
2, 32736, Note_off_c, 0, 79, 60
2, 32928, Note_on_c, 0, 86, 60
2, 32928, Note_on_c, 0, 82, 60
2, 33024, Note_on_c, 0, 84, 60
2, 33024, Note_on_c, 0, 79, 60
2, 33030, Note_off_c, 0, 82, 60
2, 33030, Note_off_c, 0, 86, 60
2, 33504, Note_off_c, 0, 79, 60
2, 33504, Note_off_c, 0, 84, 60
2, 33792, Note_on_c, 0, 86, 40
2, 33792, Note_on_c, 0, 82, 40
2, 33792, Note_on_c, 0, 79, 40
2, 34932, Note_off_c, 0, 79, 40
2, 34932, Note_off_c, 0, 82, 40
2, 34932, Note_off_c, 0, 86, 40
2, 35328, Note_on_c, 0, 79, 60
2, 35328, Note_on_c, 0, 84, 60
2, 35808, Note_off_c, 0, 84, 60
2, 35808, Note_off_c, 0, 79, 60
2, 36000, Note_on_c, 0, 86, 60
2, 36000, Note_on_c, 0, 82, 60
2, 36096, Note_on_c, 0, 84, 60
2, 36096, Note_on_c, 0, 79, 60
2, 36102, Note_off_c, 0, 82, 60
2, 36102, Note_off_c, 0, 86, 60
2, 36576, Note_off_c, 0, 79, 60
2, 36576, Note_off_c, 0, 84, 60
2, 36864, Note_on_c, 0, 86, 40
2, 36864, Note_on_c, 0, 82, 40
2, 36864, Note_on_c, 0, 79, 40
2, 37440, Note_off_c, 0, 82, 40
2, 37632, Note_on_c, 0, 84, 60
2, 37824, Note_off_c, 0, 84, 60
2, 37824, Note_on_c, 0, 81, 60
2, 37920, Note_off_c, 0, 81, 60
